Biosample,Reads,Bases,projectGoldId,biosampleGoldId,sequencingStrategy
SAMEA7724009,5397900,788295260,Gp0619891,Gb0315848,Targeted Gene Survey
SAMEA7724009,5397900,788295260,Gp0618942,Gb0315848,Metagenome
SAMEA7723905,5384042,803028957,Gp0452748,Gb0240122,Metagenome
SAMEA7723905,5384042,803028957,Gp0619172,Gb0240122,Targeted Gene Survey
SAMEA7724051,5357810,802012050,Gp0619933,Gb0315699,Targeted Gene Survey
SAMEA7724051,5357810,802012050,Gp0618793,Gb0315699,Metagenome
SAMEA7724101,5264110,786970617,Gp0619983,Gb0315442,Targeted Gene Survey
SAMEA7724101,5264110,786970617,Gp0618536,Gb0315442,Metagenome
SAMEA7723924,5246014,782229782,Gp0452704,Gb0240078,Metagenome
SAMEA7723924,5246014,782229782,Gp0619175,Gb0240078,Targeted Gene Survey
SAMEA7724229,5241054,785148905,Gp0620050,Gb0315677,Targeted Gene Survey
SAMEA7724229,5241054,785148905,Gp0618771,Gb0315677,Metagenome
SAMEA7723475,5235348,783276581,Gp0618783,Gb0315689,Metagenome
SAMEA7723475,5235348,783276581,Gp0619428,Gb0315689,Targeted Gene Survey
SAMEA7724375,5218612,775160595,Gp0578422,Gb0297477,Metagenome
SAMEA7724375,5218612,775160595,Gp0620090,Gb0297477,Targeted Gene Survey
SAMEA7723618,5218576,775749481,Gp0618993,Gb0315899,Metagenome
SAMEA7723618,5218576,775749481,Gp0619566,Gb0315899,Targeted Gene Survey
SAMEA7723633,5196554,773167057,Gp0619581,Gb0315914,Targeted Gene Survey
SAMEA7723633,5196554,773167057,Gp0619008,Gb0315914,Metagenome
SAMEA7724032,5166878,765584788,Gp0578394,Gb0297449,Metagenome
SAMEA7724032,5166878,765584788,Gp0619914,Gb0297449,Targeted Gene Survey
SAMEA7724133,5133016,756684328,Gp0619988,Gb0315430,Targeted Gene Survey
SAMEA7724133,5133016,756684328,Gp0618524,Gb0315430,Metagenome
SAMEA7723648,5105634,759870059,Gp0619023,Gb0315929,Metagenome
SAMEA7723648,5105634,759870059,Gp0619596,Gb0315929,Targeted Gene Survey
SAMEA7723628,5096268,758155911,Gp0619576,Gb0315909,Targeted Gene Survey
SAMEA7723628,5096268,758155911,Gp0619003,Gb0315909,Metagenome
SAMEA7724019,5070264,753856777,Gp0619901,Gb0297442,Targeted Gene Survey
SAMEA7724019,5070264,753856777,Gp0578387,Gb0297442,Metagenome
SAMEA7723472,5056094,753504597,Gp0619425,Gb0315688,Targeted Gene Survey
SAMEA7723472,5056094,753504597,Gp0618782,Gb0315688,Metagenome
SAMEA7723600,5025718,747019682,Gp0618853,Gb0315759,Metagenome
SAMEA7723600,5025718,747019682,Gp0619551,Gb0315759,Targeted Gene Survey
SAMEA7723731,4947394,729334187,Gp0618937,Gb0315843,Metagenome
SAMEA7723731,4947394,729334187,Gp0619679,Gb0315843,Targeted Gene Survey
SAMEA7723435,4904608,731731643,Gp0452754,Gb0240128,Metagenome
SAMEA7723435,4904608,731731643,Gp0619154,Gb0240128,Targeted Gene Survey
SAMEA7723857,4872304,726966973,Gp0619757,Gb0315726,Targeted Gene Survey
SAMEA7723857,4872304,726966973,Gp0618820,Gb0315726,Metagenome
SAMEA7723625,4783194,711398766,Gp0619000,Gb0315906,Metagenome
SAMEA7723625,4783194,711398766,Gp0619573,Gb0315906,Targeted Gene Survey
SAMEA7724040,4728628,707890592,Gp0619922,Gb0297457,Targeted Gene Survey
SAMEA7724040,4728628,707890592,Gp0578402,Gb0297457,Metagenome
SAMEA7724100,4712234,705408257,Gp0619982,Gb0315441,Targeted Gene Survey
SAMEA7724100,4712234,705408257,Gp0618535,Gb0315441,Metagenome
SAMEA7724253,4711976,704842505,Gp0452611,Gb0239985,Metagenome
SAMEA7724253,4711976,704842505,Gp0619265,Gb0239985,Targeted Gene Survey
SAMEA7723390,4598582,686772922,Gp0618530,Gb0315436,Metagenome
SAMEA7723390,4598582,686772922,Gp0619359,Gb0315436,Targeted Gene Survey
SAMEA7724114,4574466,684168262,Gp0452586,Gb0239960,Metagenome
SAMEA7724114,4574466,684168262,Gp0619197,Gb0239960,Targeted Gene Survey
SAMEA7723945,4521140,676691017,Gp0619180,Gb0239928,Targeted Gene Survey
SAMEA7723945,4521140,676691017,Gp0452554,Gb0239928,Metagenome
SAMEA7724107,4516824,675479071,Gp0452579,Gb0239953,Metagenome
SAMEA7724107,4516824,675479071,Gp0619190,Gb0239953,Targeted Gene Survey
SAMEA7724256,4494040,672482776,Gp0452614,Gb0239988,Metagenome
SAMEA7724256,4494040,672482776,Gp0619268,Gb0239988,Targeted Gene Survey
SAMEA7724273,4479204,671049456,Gp0619285,Gb0240005,Targeted Gene Survey
SAMEA7724273,4479204,671049456,Gp0452631,Gb0240005,Metagenome
SAMEA7723729,4418992,647636691,Gp0619677,Gb0315841,Targeted Gene Survey
SAMEA7723729,4418992,647636691,Gp0618935,Gb0315841,Metagenome
SAMEA7724012,4383384,605724552,Gp0619894,Gb0315851,Targeted Gene Survey
SAMEA7724012,4383384,605724552,Gp0618945,Gb0315851,Metagenome
SAMEA7723415,4369420,653284479,Gp0619384,Gb0315863,Targeted Gene Survey
SAMEA7723415,4369420,653284479,Gp0618957,Gb0315863,Metagenome
SAMEA7724194,4368726,649728125,Gp0620049,Gb0316041,Targeted Gene Survey
SAMEA7724194,4368726,649728125,Gp0619135,Gb0316041,Metagenome
SAMEA7724259,4337818,649214557,Gp0452617,Gb0239991,Metagenome
SAMEA7724259,4337818,649214557,Gp0619271,Gb0239991,Targeted Gene Survey
SAMEA7724249,4295666,636083400,Gp0452606,Gb0239980,Metagenome
SAMEA7724249,4295666,636083400,Gp0619261,Gb0239980,Targeted Gene Survey
SAMEA7724151,4234750,617584472,Gp0620006,Gb0315998,Targeted Gene Survey
SAMEA7724151,4234750,617584472,Gp0619092,Gb0315998,Metagenome
SAMEA7724386,4164450,619430414,Gp0578433,Gb0297488,Metagenome
SAMEA7724386,4164450,619430414,Gp0620101,Gb0297488,Targeted Gene Survey
SAMEA7724186,4148658,617488572,Gp0620041,Gb0316033,Targeted Gene Survey
SAMEA7724186,4148658,617488572,Gp0619127,Gb0316033,Metagenome
SAMEA7723631,4124328,613839933,Gp0619006,Gb0315912,Metagenome
SAMEA7723631,4124328,613839933,Gp0619579,Gb0315912,Targeted Gene Survey
SAMEA7724215,4071376,609146293,Gp0452719,Gb0240093,Metagenome
SAMEA7724215,4071376,609146293,Gp0619232,Gb0240093,Targeted Gene Survey
SAMEA7724024,4056690,603836116,Gp0578390,Gb0297445,Metagenome
SAMEA7724024,4056690,603836116,Gp0619906,Gb0297445,Targeted Gene Survey
SAMEA7723398,3943292,586301561,Gp0618845,Gb0315751,Metagenome
SAMEA7723398,3943292,586301561,Gp0619367,Gb0315751,Targeted Gene Survey
SAMEA7723422,3941296,586352128,Gp0619391,Gb0297325,Targeted Gene Survey
SAMEA7723422,3941296,586352128,Gp0577656,Gb0297325,Metagenome
SAMEA7724036,3886198,575846402,Gp0578398,Gb0297453,Metagenome
SAMEA7724036,3886198,575846402,Gp0619918,Gb0297453,Targeted Gene Survey
SAMEA7724376,3852188,573068134,Gp0578423,Gb0297478,Metagenome
SAMEA7724376,3852188,573068134,Gp0620091,Gb0297478,Targeted Gene Survey
SAMEA7724008,3720244,548517761,Gp0618941,Gb0315847,Metagenome
SAMEA7724008,3720244,548517761,Gp0619890,Gb0315847,Targeted Gene Survey
SAMEA7724201,3676456,550013120,Gp0452688,Gb0240062,Metagenome
SAMEA7724201,3676456,550013120,Gp0619218,Gb0240062,Targeted Gene Survey
SAMEA7723419,3665658,545468446,Gp0619388,Gb0297322,Targeted Gene Survey
SAMEA7723419,3665658,545468446,Gp0577604,Gb0297322,Metagenome
SAMEA7724098,3627094,542784151,Gp0618533,Gb0315439,Metagenome
SAMEA7724098,3627094,542784151,Gp0619980,Gb0315439,Targeted Gene Survey
SAMEA7723526,3574206,530901702,Gp0619477,Gb0315884,Targeted Gene Survey
SAMEA7723526,3574206,530901702,Gp0618978,Gb0315884,Metagenome
SAMEA7723940,3571482,529834427,Gp0578351,Gb0297406,Metagenome
SAMEA7723940,3571482,529834427,Gp0619828,Gb0297406,Targeted Gene Survey
SAMEA7724135,3554204,527555112,Gp0619990,Gb0315432,Targeted Gene Survey
SAMEA7724135,3554204,527555112,Gp0618526,Gb0315432,Metagenome
SAMEA7723432,3542664,526764478,Gp0452749,Gb0240123,Metagenome
SAMEA7723432,3542664,526764478,Gp0619151,Gb0240123,Targeted Gene Survey
SAMEA7724158,3533534,526021549,Gp0620013,Gb0316005,Targeted Gene Survey
SAMEA7724158,3533534,526021549,Gp0619099,Gb0316005,Metagenome
SAMEA7723632,3486428,517118791,Gp0619007,Gb0315913,Metagenome
SAMEA7723632,3486428,517118791,Gp0619580,Gb0315913,Targeted Gene Survey
SAMEA7724152,3469964,516095331,Gp0619093,Gb0315999,Metagenome
SAMEA7724152,3469964,516095331,Gp0620007,Gb0315999,Targeted Gene Survey
SAMEA7724159,3427868,508524528,Gp0620014,Gb0316006,Targeted Gene Survey
SAMEA7724159,3427868,508524528,Gp0619100,Gb0316006,Metagenome
SAMEA7724044,3371230,504066665,Gp0618556,Gb0315462,Metagenome
SAMEA7724044,3371230,504066665,Gp0619926,Gb0315462,Targeted Gene Survey
SAMEA7724104,3367710,503548328,Gp0452745,Gb0240119,Metagenome
SAMEA7724104,3367710,503548328,Gp0619187,Gb0240119,Targeted Gene Survey
SAMEA7723875,3361634,501000721,Gp0619775,Gb0297384,Targeted Gene Survey
SAMEA7723875,3361634,501000721,Gp0578272,Gb0297384,Metagenome
SAMEA7724014,3313322,483351890,Gp0618947,Gb0315853,Metagenome
SAMEA7724014,3313322,483351890,Gp0619896,Gb0315853,Targeted Gene Survey
SAMEA7723667,3284172,488408809,Gp0619615,Gb0315948,Targeted Gene Survey
SAMEA7723667,3284172,488408809,Gp0619042,Gb0315948,Metagenome
SAMEA7724385,3229312,480725364,Gp0578432,Gb0297487,Metagenome
SAMEA7724385,3229312,480725364,Gp0620100,Gb0297487,Targeted Gene Survey
SAMEA7724015,3222556,481196990,Gp0619897,Gb0315854,Targeted Gene Survey
SAMEA7724015,3222556,481196990,Gp0618948,Gb0315854,Metagenome
SAMEA7724116,3156932,471776618,Gp0619199,Gb0239962,Targeted Gene Survey
SAMEA7724116,3156932,471776618,Gp0452588,Gb0239962,Metagenome
SAMEA7724226,3139154,469684025,Gp0452718,Gb0240092,Metagenome
SAMEA7724226,3139154,469684025,Gp0619243,Gb0240092,Targeted Gene Survey
SAMEA7724025,3095422,462701045,Gp0619907,Gb0297446,Targeted Gene Survey
SAMEA7724025,3095422,462701045,Gp0578391,Gb0297446,Metagenome
SAMEA7723922,3056842,445440529,Gp0619814,Gb0315424,Targeted Gene Survey
SAMEA7723922,3056842,445440529,Gp0618518,Gb0315424,Metagenome
SAMEA7723662,3051470,454228760,Gp0619037,Gb0315943,Metagenome
SAMEA7723662,3051470,454228760,Gp0619610,Gb0315943,Targeted Gene Survey
SAMEA7723892,3050284,454316019,Gp0619051,Gb0315957,Metagenome
SAMEA7723892,3050284,454316019,Gp0619792,Gb0315957,Targeted Gene Survey
SAMEA7723899,3021700,450669321,Gp0619799,Gb0297393,Targeted Gene Survey
SAMEA7723899,3021700,450669321,Gp0578338,Gb0297393,Metagenome
SAMEA7724102,3020070,450985913,Gp0452740,Gb0240114,Metagenome
SAMEA7724102,3020070,450985913,Gp0619185,Gb0240114,Targeted Gene Survey
SAMEA7724033,2994666,446975386,Gp0578395,Gb0297450,Metagenome
SAMEA7724033,2994666,446975386,Gp0619915,Gb0297450,Targeted Gene Survey
SAMEA7723550,2983080,443767475,Gp0619501,Gb0315459,Targeted Gene Survey
SAMEA7723550,2983080,443767475,Gp0618553,Gb0315459,Metagenome
SAMEA7723716,2979404,442796447,Gp0619664,Gb0315828,Targeted Gene Survey
SAMEA7723716,2979404,442796447,Gp0618922,Gb0315828,Metagenome
SAMEA7724035,2970026,441784517,Gp0578397,Gb0297452,Metagenome
SAMEA7724035,2970026,441784517,Gp0619917,Gb0297452,Targeted Gene Survey
SAMEA7723923,2932644,425838426,Gp0618519,Gb0315425,Metagenome
SAMEA7723923,2932644,425838426,Gp0619815,Gb0315425,Targeted Gene Survey
SAMEA7723868,2876112,429214907,Gp0618831,Gb0315737,Metagenome
SAMEA7723868,2876112,429214907,Gp0619768,Gb0315737,Targeted Gene Survey
SAMEA7724052,2824660,421630089,Gp0619934,Gb0315700,Targeted Gene Survey
SAMEA7724052,2824660,421630089,Gp0618794,Gb0315700,Metagenome
SAMEA7724041,2793700,417466819,Gp0578403,Gb0297458,Metagenome
SAMEA7724041,2793700,417466819,Gp0619923,Gb0297458,Targeted Gene Survey
SAMEA7723622,2776712,404828741,Gp0618997,Gb0315903,Metagenome
SAMEA7723622,2776712,404828741,Gp0619570,Gb0315903,Targeted Gene Survey
SAMEA7723424,2771914,412674284,Gp0619393,Gb0297327,Targeted Gene Survey
SAMEA7723424,2771914,412674284,Gp0577691,Gb0297327,Metagenome
SAMEA7724003,2735854,409129197,Gp0619885,Gb0297435,Targeted Gene Survey
SAMEA7724003,2735854,409129197,Gp0578380,Gb0297435,Metagenome
SAMEA7724379,2673868,397211415,Gp0578426,Gb0297481,Metagenome
SAMEA7724379,2673868,397211415,Gp0620094,Gb0297481,Targeted Gene Survey
SAMEA7724064,2658350,394947715,Gp0578414,Gb0297469,Metagenome
SAMEA7724064,2658350,394947715,Gp0619946,Gb0297469,Targeted Gene Survey
SAMEA7724255,2641880,393516731,Gp0619267,Gb0239987,Targeted Gene Survey
SAMEA7724255,2641880,393516731,Gp0452613,Gb0239987,Metagenome
SAMEA7723413,2596240,386790560,Gp0618955,Gb0315861,Metagenome
SAMEA7723413,2596240,386790560,Gp0619382,Gb0315861,Targeted Gene Survey
SAMEA7723941,2587130,386274367,Gp0619829,Gb0297407,Targeted Gene Survey
SAMEA7723941,2587130,386274367,Gp0578352,Gb0297407,Metagenome
SAMEA7724381,2581664,383766604,Gp0578428,Gb0297483,Metagenome
SAMEA7724381,2581664,383766604,Gp0620096,Gb0297483,Targeted Gene Survey
SAMEA7724295,2564718,382884165,Gp0452642,Gb0240016,Metagenome
SAMEA7724295,2564718,382884165,Gp0619307,Gb0240016,Targeted Gene Survey
SAMEA7724281,2562222,383325148,Gp0452639,Gb0240013,Metagenome
SAMEA7724281,2562222,383325148,Gp0619293,Gb0240013,Targeted Gene Survey
SAMEA7724149,2510342,373364191,Gp0619090,Gb0315996,Metagenome
SAMEA7724149,2510342,373364191,Gp0620004,Gb0315996,Targeted Gene Survey
SAMEA7723630,2510328,373089086,Gp0619578,Gb0315911,Targeted Gene Survey
SAMEA7723630,2510328,373089086,Gp0619005,Gb0315911,Metagenome
SAMEA7723641,2478048,368597661,Gp0619589,Gb0315922,Targeted Gene Survey
SAMEA7723641,2478048,368597661,Gp0619016,Gb0315922,Metagenome
SAMEA7724029,2427548,360657702,Gp0578392,Gb0297447,Metagenome
SAMEA7724029,2427548,360657702,Gp0619911,Gb0297447,Targeted Gene Survey
SAMEA7724129,2424188,360934785,Gp0618520,Gb0315426,Metagenome
SAMEA7724129,2424188,360934785,Gp0619984,Gb0315426,Targeted Gene Survey
SAMEA7723478,2396654,356305856,Gp0619164,Gb0239934,Targeted Gene Survey
SAMEA7723478,2396654,356305856,Gp0452560,Gb0239934,Metagenome
SAMEA7723644,2371382,352730634,Gp0619019,Gb0315925,Metagenome
SAMEA7723644,2371382,352730634,Gp0619592,Gb0315925,Targeted Gene Survey
SAMEA7724309,2361228,352353474,Gp0619321,Gb0240023,Targeted Gene Survey
SAMEA7724309,2361228,352353474,Gp0452649,Gb0240023,Metagenome
SAMEA7724001,2360826,353473956,Gp0619883,Gb0297433,Targeted Gene Survey
SAMEA7724001,2360826,353473956,Gp0578378,Gb0297433,Metagenome
SAMEA7724018,2316410,337987964,Gp0619900,Gb0297441,Targeted Gene Survey
SAMEA7724018,2316410,337987964,Gp0578386,Gb0297441,Metagenome
SAMEA7724380,2311328,343551415,Gp0620095,Gb0297482,Targeted Gene Survey
SAMEA7724380,2311328,343551415,Gp0578427,Gb0297482,Metagenome
SAMEA7724334,2309522,345781966,Gp0452664,Gb0240038,Metagenome
SAMEA7724334,2309522,345781966,Gp0619336,Gb0240038,Targeted Gene Survey
SAMEA7724243,2303048,342948362,Gp0619255,Gb0239974,Targeted Gene Survey
SAMEA7724243,2303048,342948362,Gp0452600,Gb0239974,Metagenome
SAMEA7723429,2273852,340301618,Gp0619148,Gb0240113,Targeted Gene Survey
SAMEA7723429,2273852,340301618,Gp0452739,Gb0240113,Metagenome
SAMEA7724002,2270728,339548503,Gp0578379,Gb0297434,Metagenome
SAMEA7724002,2270728,339548503,Gp0619884,Gb0297434,Targeted Gene Survey
SAMEA7724276,2248622,333971100,Gp0452634,Gb0240008,Metagenome
SAMEA7724276,2248622,333971100,Gp0619288,Gb0240008,Targeted Gene Survey
SAMEA7723871,2210040,330185032,Gp0618834,Gb0315740,Metagenome
SAMEA7723871,2210040,330185032,Gp0619771,Gb0315740,Targeted Gene Survey
SAMEA7723973,2172772,324993624,Gp0619855,Gb0297429,Targeted Gene Survey
SAMEA7723973,2172772,324993624,Gp0578374,Gb0297429,Metagenome
SAMEA7723421,2093468,311916975,Gp0577636,Gb0297324,Metagenome
SAMEA7723421,2093468,311916975,Gp0619390,Gb0297324,Targeted Gene Survey
SAMEA7724175,2075644,308943275,Gp0620030,Gb0316022,Targeted Gene Survey
SAMEA7724175,2075644,308943275,Gp0619116,Gb0316022,Metagenome
SAMEA7723552,2060878,307950765,Gp0618785,Gb0315691,Metagenome
SAMEA7723552,2060878,307950765,Gp0619503,Gb0315691,Targeted Gene Survey
SAMEA7723471,1960186,291667908,Gp0619424,Gb0315446,Targeted Gene Survey
SAMEA7723471,1960186,291667908,Gp0618540,Gb0315446,Metagenome
SAMEA7723636,1934542,287599955,Gp0619584,Gb0315917,Targeted Gene Survey
SAMEA7723636,1934542,287599955,Gp0619011,Gb0315917,Metagenome
SAMEA7724263,1918298,285636944,Gp0619275,Gb0239995,Targeted Gene Survey
SAMEA7724263,1918298,285636944,Gp0452621,Gb0239995,Metagenome
SAMEA7724372,1896844,282068714,Gp0578419,Gb0297474,Metagenome
SAMEA7724372,1896844,282068714,Gp0620087,Gb0297474,Targeted Gene Survey
SAMEA7724192,1871420,272011233,Gp0620047,Gb0316039,Targeted Gene Survey
SAMEA7724192,1871420,272011233,Gp0619133,Gb0316039,Metagenome
SAMEA7724320,1859646,277532795,Gp0619332,Gb0240034,Targeted Gene Survey
SAMEA7724320,1859646,277532795,Gp0452660,Gb0240034,Metagenome
SAMEA7724171,1852832,274141041,Gp0619112,Gb0316018,Metagenome
SAMEA7724171,1852832,274141041,Gp0620026,Gb0316018,Targeted Gene Survey
SAMEA7724214,1841422,274766447,Gp0452726,Gb0240100,Metagenome
SAMEA7724214,1841422,274766447,Gp0619231,Gb0240100,Targeted Gene Survey
SAMEA7724384,1679634,249871942,Gp0578431,Gb0297486,Metagenome
SAMEA7724384,1679634,249871942,Gp0620099,Gb0297486,Targeted Gene Survey
SAMEA7723955,1668730,248762912,Gp0619837,Gb0297416,Targeted Gene Survey
SAMEA7723955,1668730,248762912,Gp0578361,Gb0297416,Metagenome
SAMEA7724373,1594224,237119122,Gp0620088,Gb0297475,Targeted Gene Survey
SAMEA7724373,1594224,237119122,Gp0578420,Gb0297475,Metagenome
SAMEA7723894,1512498,224738295,Gp0578319,Gb0297388,Metagenome
SAMEA7723894,1512498,224738295,Gp0619794,Gb0297388,Targeted Gene Survey
SAMEA7723867,1504126,224667257,Gp0619767,Gb0315736,Targeted Gene Survey
SAMEA7723867,1504126,224667257,Gp0618830,Gb0315736,Metagenome
SAMEA7724341,1462294,218793544,Gp0619343,Gb0240045,Targeted Gene Survey
SAMEA7724341,1462294,218793544,Gp0452671,Gb0240045,Metagenome
SAMEA7723959,1406736,210248792,Gp0578364,Gb0297419,Metagenome
SAMEA7723959,1406736,210248792,Gp0619841,Gb0297419,Targeted Gene Survey
SAMEA7723686,1392588,208304565,Gp0619634,Gb0297376,Targeted Gene Survey
SAMEA7723686,1392588,208304565,Gp0578196,Gb0297376,Metagenome
SAMEA7723735,1390226,206259452,Gp0619683,Gb0315454,Targeted Gene Survey
SAMEA7723735,1390226,206259452,Gp0618548,Gb0315454,Metagenome
SAMEA7724156,1298232,193189705,Gp0619097,Gb0316003,Metagenome
SAMEA7724156,1298232,193189705,Gp0620011,Gb0316003,Targeted Gene Survey
SAMEA7723659,1255608,186672197,Gp0619607,Gb0315940,Targeted Gene Survey
SAMEA7723659,1255608,186672197,Gp0619034,Gb0315940,Metagenome
SAMEA7723726,1213018,180224882,Gp0618932,Gb0315838,Metagenome
SAMEA7723726,1213018,180224882,Gp0619674,Gb0315838,Targeted Gene Survey
SAMEA7723946,1200344,179392595,Gp0619181,Gb0239929,Targeted Gene Survey
SAMEA7723946,1200344,179392595,Gp0452555,Gb0239929,Metagenome
SAMEA7724258,1192454,178316724,Gp0452616,Gb0239990,Metagenome
SAMEA7724258,1192454,178316724,Gp0619270,Gb0239990,Targeted Gene Survey
SAMEA7723964,1100968,164648592,Gp0619846,Gb0297424,Targeted Gene Survey
SAMEA7723964,1100968,164648592,Gp0578369,Gb0297424,Metagenome
SAMEA7723495,979444,145790948,Gp0577911,Gb0297349,Metagenome
SAMEA7723495,979444,145790948,Gp0619446,Gb0297349,Targeted Gene Survey
SAMEA7723509,978614,145858952,Gp0577927,Gb0297351,Metagenome
SAMEA7723509,978614,145858952,Gp0619460,Gb0297351,Targeted Gene Survey
SAMEA7724222,971486,145161635,Gp0452723,Gb0240097,Metagenome
SAMEA7724222,971486,145161635,Gp0619239,Gb0240097,Targeted Gene Survey
SAMEA7723877,939262,140098529,Gp0578294,Gb0297386,Metagenome
SAMEA7723877,939262,140098529,Gp0619777,Gb0297386,Targeted Gene Survey
SAMEA7723736,863706,128547728,Gp0619684,Gb0315455,Targeted Gene Survey
SAMEA7723736,863706,128547728,Gp0618549,Gb0315455,Metagenome
SAMEA7724054,779400,113138875,Gp0578404,Gb0297459,Metagenome
SAMEA7724054,779400,113138875,Gp0619936,Gb0297459,Targeted Gene Survey
SAMEA7724146,772464,114850186,Gp0620001,Gb0315993,Targeted Gene Survey
SAMEA7724146,772464,114850186,Gp0619087,Gb0315993,Metagenome
SAMEA7723501,683770,101701654,Gp0619452,Gb0315646,Targeted Gene Survey
SAMEA7723501,683770,101701654,Gp0618740,Gb0315646,Metagenome
SAMEA7723502,683068,101610425,Gp0618741,Gb0315647,Metagenome
SAMEA7723502,683068,101610425,Gp0619453,Gb0315647,Targeted Gene Survey
SAMEA7724141,670772,99745384,Gp0619082,Gb0315988,Metagenome
SAMEA7724141,670772,99745384,Gp0619996,Gb0315988,Targeted Gene Survey
SAMEA7723393,662270,98411639,Gp0619362,Gb0315746,Targeted Gene Survey
SAMEA7723393,662270,98411639,Gp0618840,Gb0315746,Metagenome
SAMEA7723939,639016,94934569,Gp0578350,Gb0297405,Metagenome
SAMEA7723939,639016,94934569,Gp0619827,Gb0297405,Targeted Gene Survey
SAMEA7723549,633944,94664341,Gp0618547,Gb0315453,Metagenome
SAMEA7723549,633944,94664341,Gp0619500,Gb0315453,Targeted Gene Survey
SAMEA7723655,594788,86823347,Gp0619030,Gb0315936,Metagenome
SAMEA7723655,594788,86823347,Gp0619603,Gb0315936,Targeted Gene Survey
SAMEA7723557,585594,86946664,Gp0578079,Gb0297363,Metagenome
SAMEA7723557,585594,86946664,Gp0619508,Gb0297363,Targeted Gene Survey
SAMEA7723537,566970,84369343,Gp0618989,Gb0315895,Metagenome
SAMEA7723537,566970,84369343,Gp0619488,Gb0315895,Targeted Gene Survey
SAMEA7723740,561702,84018229,Gp0618787,Gb0315693,Metagenome
SAMEA7723740,561702,84018229,Gp0619688,Gb0315693,Targeted Gene Survey
SAMEA7723637,527372,78481384,Gp0619585,Gb0315918,Targeted Gene Survey
SAMEA7723637,527372,78481384,Gp0619012,Gb0315918,Metagenome
SAMEA7723653,513606,76319025,Gp0619601,Gb0315934,Targeted Gene Survey
SAMEA7723653,513606,76319025,Gp0619028,Gb0315934,Metagenome
SAMEA7724045,512650,76523984,Gp0618557,Gb0315463,Metagenome
SAMEA7724045,512650,76523984,Gp0619927,Gb0315463,Targeted Gene Survey
SAMEA7724329,504552,74997723,Gp0618759,Gb0315665,Metagenome
SAMEA7724329,504552,74997723,Gp0620062,Gb0315665,Targeted Gene Survey
SAMEA7723901,448028,66483544,Gp0452738,Gb0240112,Metagenome
SAMEA7723901,448028,66483544,Gp0619168,Gb0240112,Targeted Gene Survey
SAMEA7724142,443412,65950967,Gp0619083,Gb0315989,Metagenome
SAMEA7724142,443412,65950967,Gp0619997,Gb0315989,Targeted Gene Survey
SAMEA7724339,433660,64504166,Gp0452669,Gb0240043,Metagenome
SAMEA7724339,433660,64504166,Gp0619341,Gb0240043,Targeted Gene Survey
SAMEA7723553,427096,63469444,Gp0619504,Gb0315692,Targeted Gene Survey
SAMEA7723553,427096,63469444,Gp0618786,Gb0315692,Metagenome
SAMEA7724193,403868,59860106,Gp0619134,Gb0316040,Metagenome
SAMEA7724193,403868,59860106,Gp0620048,Gb0316040,Targeted Gene Survey
SAMEA7724125,395642,58749805,Gp0619208,Gb0239947,Targeted Gene Survey
SAMEA7724125,395642,58749805,Gp0452573,Gb0239947,Metagenome
SAMEA7724297,385574,57360309,Gp0452544,Gb0239918,Metagenome
SAMEA7724297,385574,57360309,Gp0619309,Gb0239918,Targeted Gene Survey
SAMEA7724155,371814,55309804,Gp0620010,Gb0316002,Targeted Gene Survey
SAMEA7724155,371814,55309804,Gp0619096,Gb0316002,Metagenome
SAMEA7724244,363616,54033248,Gp0452601,Gb0239975,Metagenome
SAMEA7724244,363616,54033248,Gp0619256,Gb0239975,Targeted Gene Survey
SAMEA7723639,354332,52713220,Gp0619587,Gb0315920,Targeted Gene Survey
SAMEA7723639,354332,52713220,Gp0619014,Gb0315920,Metagenome
SAMEA7723482,337736,50262198,Gp0577809,Gb0297336,Metagenome
SAMEA7723482,337736,50262198,Gp0619433,Gb0297336,Targeted Gene Survey
SAMEA7723464,335296,49605823,Gp0618766,Gb0315672,Metagenome
SAMEA7723464,335296,49605823,Gp0619417,Gb0315672,Targeted Gene Survey
SAMEA7723931,327504,48660748,Gp0619819,Gb0297397,Targeted Gene Survey
SAMEA7723931,327504,48660748,Gp0578342,Gb0297397,Metagenome
SAMEA7723547,294212,43992006,Gp0618545,Gb0315451,Metagenome
SAMEA7723547,294212,43992006,Gp0619498,Gb0315451,Targeted Gene Survey
SAMEA7724290,259350,38511251,Gp0619302,Gb0239940,Targeted Gene Survey
SAMEA7724290,259350,38511251,Gp0452566,Gb0239940,Metagenome
SAMEA7723657,243548,36230972,Gp0619032,Gb0315938,Metagenome
SAMEA7723657,243548,36230972,Gp0619605,Gb0315938,Targeted Gene Survey
SAMEA7724144,240820,35754943,Gp0619085,Gb0315991,Metagenome
SAMEA7724144,240820,35754943,Gp0619999,Gb0315991,Targeted Gene Survey
SAMEA7723492,238522,35448065,Gp0619443,Gb0297346,Targeted Gene Survey
SAMEA7723492,238522,35448065,Gp0577888,Gb0297346,Metagenome
SAMEA7723974,237284,35301747,Gp0578375,Gb0297430,Metagenome
SAMEA7723974,237284,35301747,Gp0619856,Gb0297430,Targeted Gene Survey
SAMEA7724050,231710,34452676,Gp0618792,Gb0315698,Metagenome
SAMEA7724050,231710,34452676,Gp0619932,Gb0315698,Targeted Gene Survey
SAMEA7724042,219362,32625720,Gp0619924,Gb0315460,Targeted Gene Survey
